Category,ID,X,Y
Beta,0a710d46-5bb7-11ed-ad86-085bd6358b67,6210,9725
Alpha,0a710d73-5bb7-11ed-b266-085bd6358b67,4942,6811
Delta,0a710da0-5bb7-11ed-a278-085bd6358b67,8045,9117
Delta,0a710dcd-5bb7-11ed-bbe8-085bd6358b67,5581,1820
Gamma,0a710dfa-5bb7-11ed-9051-085bd6358b67,4139,4292
Alpha,0a710e27-5bb7-11ed-af52-085bd6358b67,4640,6821
Alpha,0a710e56-5bb7-11ed-8476-085bd6358b67,665,5209
Alpha,0a710e85-5bb7-11ed-8802-085bd6358b67,5933,1930
Delta,0a710eb3-5bb7-11ed-ac2f-085bd6358b67,4077,4999
Beta,0a710ee1-5bb7-11ed-9f94-085bd6358b67,7116,3927
Alpha,0a710f1c-5bb7-11ed-8db2-085bd6358b67,8589,7629
Delta,0a710f49-5bb7-11ed-8020-085bd6358b67,2105,9709
Delta,0a710f7a-5bb7-11ed-bdeb-085bd6358b67,3135,122
Gamma,0a710fa9-5bb7-11ed-a570-085bd6358b67,6143,9456
Alpha,0a710fd7-5bb7-11ed-8ac9-085bd6358b67,9809,4810
Alpha,0a711005-5bb7-11ed-a579-085bd6358b67,2529,6572
Beta,0a711032-5bb7-11ed-8868-085bd6358b67,4143,2888
Alpha,0a711060-5bb7-11ed-97ee-085bd6358b67,8913,749
Beta,0a71108e-5bb7-11ed-bc73-085bd6358b67,995,5760
Gamma,0a7110bb-5bb7-11ed-901e-085bd6358b67,9939,6957
Beta,0a7110e9-5bb7-11ed-b4e5-085bd6358b67,1912,1266
Delta,0a711117-5bb7-11ed-a6a5-085bd6358b67,2144,1420
Beta,0a711144-5bb7-11ed-97b3-085bd6358b67,7495,4223
Gamma,0a711173-5bb7-11ed-a258-085bd6358b67,5834,7701
Beta,0a7111a1-5bb7-11ed-a188-085bd6358b67,2745,2213
Beta,0a7111cf-5bb7-11ed-98aa-085bd6358b67,3050,8950
Beta,0a71120a-5bb7-11ed-a03a-085bd6358b67,5115,1146
Gamma,0a71123b-5bb7-11ed-8869-085bd6358b67,6990,9274
Alpha,0a71126a-5bb7-11ed-acd1-085bd6358b67,4050,8479
Beta,0a711298-5bb7-11ed-b98a-085bd6358b67,2707,4536
Gamma,0a7112c7-5bb7-11ed-a21f-085bd6358b67,665,5786
Gamma,0a7112f6-5bb7-11ed-992a-085bd6358b67,6783,8263
Gamma,0a711325-5bb7-11ed-bce6-085bd6358b67,1569,9699
Beta,0a711354-5bb7-11ed-b841-085bd6358b67,7132,555
Beta,0a71138c-5bb7-11ed-971a-085bd6358b67,8049,4203
Gamma,0a7113c2-5bb7-11ed-8aba-085bd6358b67,8450,7575
Delta,0a7113f0-5bb7-11ed-a629-085bd6358b67,4854,271
Alpha,0a71141c-5bb7-11ed-927f-085bd6358b67,2202,2870
Delta,0a711449-5bb7-11ed-afbe-085bd6358b67,6678,9319
Delta,0a711476-5bb7-11ed-b7c6-085bd6358b67,9255,404
Delta,0a7114a4-5bb7-11ed-afe8-085bd6358b67,9794,2853
Beta,0a7114dd-5bb7-11ed-97e3-085bd6358b67,165,1587
Beta,0a71150b-5bb7-11ed-bbde-085bd6358b67,8256,7935
Beta,0a711539-5bb7-11ed-919d-085bd6358b67,153,7085
Delta,0a711569-5bb7-11ed-88ee-085bd6358b67,8937,9910
Delta,0a711597-5bb7-11ed-91f7-085bd6358b67,5964,3803
Alpha,0a7115c4-5bb7-11ed-88bf-085bd6358b67,1709,1657
Beta,0a7115f2-5bb7-11ed-bb8e-085bd6358b67,8407,2368
Delta,0a711620-5bb7-11ed-b385-085bd6358b67,2569,7734
Delta,0a71164d-5bb7-11ed-9a73-085bd6358b67,4541,6197
Alpha,0a71167b-5bb7-11ed-8a3d-085bd6358b67,1692,4036
Beta,0a7116a8-5bb7-11ed-8d3a-085bd6358b67,1528,7190
Delta,0a7116d9-5bb7-11ed-8ae2-085bd6358b67,9441,3120
Delta,0a71170b-5bb7-11ed-802e-085bd6358b67,2719,1763
Delta,0a71173d-5bb7-11ed-974c-085bd6358b67,9857,5961
Beta,0a71176b-5bb7-11ed-b0ab-085bd6358b67,9207,2720
Gamma,0a711799-5bb7-11ed-b504-085bd6358b67,4532,4409
Delta,0a7117c7-5bb7-11ed-94e7-085bd6358b67,1299,5113
Delta,0a7117f5-5bb7-11ed-bbe0-085bd6358b67,4862,7400
Gamma,0a711823-5bb7-11ed-a116-085bd6358b67,6316,2367
Beta,0a711851-5bb7-11ed-ae19-085bd6358b67,6443,1693
Gamma,0a711881-5bb7-11ed-b649-085bd6358b67,3881,1321
Alpha,0a7118af-5bb7-11ed-9bcf-085bd6358b67,9244,6273
Delta,0a7118dd-5bb7-11ed-9a14-085bd6358b67,7819,8846
Gamma,0a71190b-5bb7-11ed-b134-085bd6358b67,6232,9388
Beta,0a71193c-5bb7-11ed-b8da-085bd6358b67,2840,9128
Alpha,0a71196b-5bb7-11ed-b325-085bd6358b67,6777,8712
Gamma,0a711999-5bb7-11ed-8178-085bd6358b67,1286,7828
Beta,0a7119c7-5bb7-11ed-b547-085bd6358b67,4157,5187
Beta,0a711a00-5bb7-11ed-94fb-085bd6358b67,7350,5475
Gamma,0a711a30-5bb7-11ed-b67b-085bd6358b67,6930,7619
Delta,0a711a5f-5bb7-11ed-a0ee-085bd6358b67,9886,7626
Delta,0a711a8e-5bb7-11ed-b4c5-085bd6358b67,1556,3473
Delta,0a711ac7-5bb7-11ed-8d8e-085bd6358b67,4745,7414
Delta,0a711af5-5bb7-11ed-bc8d-085bd6358b67,2853,6879
Alpha,0a711b23-5bb7-11ed-9958-085bd6358b67,9911,1683
Delta,0a711b50-5bb7-11ed-b27c-085bd6358b67,5275,4208
Alpha,0a711b7e-5bb7-11ed-b9a8-085bd6358b67,1624,3171
Beta,0a711bad-5bb7-11ed-8295-085bd6358b67,5730,1703
Alpha,0a711c61-5bb7-11ed-8a73-085bd6358b67,5111,1552
Beta,0a711caa-5bb7-11ed-b920-085bd6358b67,8895,3917
Beta,0a711cd9-5bb7-11ed-a155-085bd6358b67,5245,353
Gamma,0a711d07-5bb7-11ed-8b9c-085bd6358b67,859,8578
Beta,0a711d37-5bb7-11ed-a11e-085bd6358b67,9212,5278
Gamma,0a711d65-5bb7-11ed-8ae7-085bd6358b67,5233,9008
Beta,0a711d92-5bb7-11ed-a862-085bd6358b67,5789,9985
Beta,0a711dbf-5bb7-11ed-835c-085bd6358b67,6625,9975
Alpha,0a711dec-5bb7-11ed-ba90-085bd6358b67,1257,1436
Alpha,0a711e1b-5bb7-11ed-83c6-085bd6358b67,4751,1278
Delta,0a711e4b-5bb7-11ed-aa69-085bd6358b67,987,159
Delta,0a711e7a-5bb7-11ed-bc97-085bd6358b67,3639,3622
Beta,0a711ea7-5bb7-11ed-8671-085bd6358b67,8201,3603
Gamma,0a711ed6-5bb7-11ed-a093-085bd6358b67,4176,229
Beta,0a711f04-5bb7-11ed-9368-085bd6358b67,6693,7014
Gamma,0a711f31-5bb7-11ed-9276-085bd6358b67,868,6803
Delta,0a711f5f-5bb7-11ed-bc34-085bd6358b67,1531,4835
Delta,0a711f8d-5bb7-11ed-b4f4-085bd6358b67,2156,6948
Alpha,0a711fbb-5bb7-11ed-bae9-085bd6358b67,5831,3060
Gamma,0a711fe8-5bb7-11ed-9054-085bd6358b67,7978,1821
Delta,0a712015-5bb7-11ed-af70-085bd6358b67,9646,1
Beta,0a712043-5bb7-11ed-8f4d-085bd6358b67,2687,699
Gamma,0a712070-5bb7-11ed-9af7-085bd6358b67,6499,3250
Beta,0a71209d-5bb7-11ed-b396-085bd6358b67,1255,7305
Alpha,0a7120ca-5bb7-11ed-8e79-085bd6358b67,3974,2176
Delta,0a712108-5bb7-11ed-8984-085bd6358b67,2501,3667
Gamma,0a712136-5bb7-11ed-8127-085bd6358b67,6719,2436
Gamma,0a712163-5bb7-11ed-bd42-085bd6358b67,5725,7703
Delta,0a712191-5bb7-11ed-a82a-085bd6358b67,9918,8359
Delta,0a7121bf-5bb7-11ed-b875-085bd6358b67,4929,2939
Alpha,0a7121ed-5bb7-11ed-8fd7-085bd6358b67,561,5319
Delta,0a71221c-5bb7-11ed-84c3-085bd6358b67,3005,3549
Delta,0a71224a-5bb7-11ed-8ede-085bd6358b67,4433,5713
Gamma,0a71228e-5bb7-11ed-9246-085bd6358b67,4372,7185
Alpha,0a7122bd-5bb7-11ed-bb73-085bd6358b67,8760,5978
Delta,0a7122eb-5bb7-11ed-990b-085bd6358b67,5242,880
Beta,0a71231a-5bb7-11ed-8dc6-085bd6358b67,5532,3346
Gamma,0a712349-5bb7-11ed-b88c-085bd6358b67,9401,1544
Alpha,0a712379-5bb7-11ed-9617-085bd6358b67,1417,7283
Beta,0a7123b4-5bb7-11ed-8693-085bd6358b67,3602,4094
Gamma,0a7123e5-5bb7-11ed-bd55-085bd6358b67,2704,9667
Delta,0a712413-5bb7-11ed-9ced-085bd6358b67,1639,7061
Gamma,0a712440-5bb7-11ed-b74c-085bd6358b67,6581,4803
Alpha,0a71246f-5bb7-11ed-b93d-085bd6358b67,2907,3231
Delta,0a71249b-5bb7-11ed-be00-085bd6358b67,1967,3331
Alpha,0a7124cb-5bb7-11ed-9e99-085bd6358b67,1754,9514
Gamma,0a7124f7-5bb7-11ed-bf27-085bd6358b67,4047,8015
Delta,0a712526-5bb7-11ed-b69c-085bd6358b67,5421,4698
Delta,0a712554-5bb7-11ed-8292-085bd6358b67,2772,1729
Beta,0a712581-5bb7-11ed-9c3d-085bd6358b67,7824,1373
Gamma,0a7125b0-5bb7-11ed-b923-085bd6358b67,6287,3927
Gamma,0a7125de-5bb7-11ed-8f13-085bd6358b67,1651,4766
Beta,0a71260d-5bb7-11ed-9f8e-085bd6358b67,2488,9797
Alpha,0a71263b-5bb7-11ed-bcec-085bd6358b67,6171,4791
Gamma,0a712669-5bb7-11ed-bcf2-085bd6358b67,5625,8050
Gamma,0a712698-5bb7-11ed-9ab7-085bd6358b67,9035,7667
Delta,0a7126c7-5bb7-11ed-b74c-085bd6358b67,4782,9339
Beta,0a7126fe-5bb7-11ed-be5a-085bd6358b67,4569,5890
Alpha,0a71272b-5bb7-11ed-abac-085bd6358b67,8421,3484
Delta,0a712760-5bb7-11ed-8689-085bd6358b67,9779,4155
Beta,0a71278e-5bb7-11ed-84c9-085bd6358b67,4846,3079
Gamma,0a7127bc-5bb7-11ed-801b-085bd6358b67,3233,1140
Gamma,0a7127ea-5bb7-11ed-ae46-085bd6358b67,6182,2605
Gamma,0a712817-5bb7-11ed-b308-085bd6358b67,9317,4497
Delta,0a712849-5bb7-11ed-ade5-085bd6358b67,2211,8487
Alpha,0a712877-5bb7-11ed-8f85-085bd6358b67,4032,6957
Delta,0a7128a5-5bb7-11ed-91fd-085bd6358b67,4898,4138
Gamma,0a7128d6-5bb7-11ed-89a4-085bd6358b67,7447,7912
Delta,0a712903-5bb7-11ed-a954-085bd6358b67,3604,5699
Delta,0a712931-5bb7-11ed-aed7-085bd6358b67,5587,2599
Gamma,0a71295e-5bb7-11ed-ad5a-085bd6358b67,6107,1408
Alpha,0a71298c-5bb7-11ed-9058-085bd6358b67,2748,1489
Beta,0a7129b9-5bb7-11ed-b08b-085bd6358b67,6547,234
Delta,0a7129e8-5bb7-11ed-bcc2-085bd6358b67,2022,3266
Alpha,0a712a16-5bb7-11ed-8d30-085bd6358b67,2913,4347
Alpha,0a712a52-5bb7-11ed-ba91-085bd6358b67,2614,3572
Gamma,0a712a82-5bb7-11ed-9ea3-085bd6358b67,9928,9011
Delta,0a712ab2-5bb7-11ed-9ae2-085bd6358b67,308,1843
Beta,0a712ae1-5bb7-11ed-98cb-085bd6358b67,1716,7933
Alpha,0a712b10-5bb7-11ed-9413-085bd6358b67,1079,6059
Beta,0a712b3f-5bb7-11ed-a36d-085bd6358b67,4736,7751
Delta,0a712b6f-5bb7-11ed-b4a9-085bd6358b67,926,8910
Alpha,0a712b9c-5bb7-11ed-93bc-085bd6358b67,4541,6036
Alpha,0a712bcd-5bb7-11ed-869f-085bd6358b67,4054,2895
Alpha,0a712bfa-5bb7-11ed-b51e-085bd6358b67,2453,162
Delta,0a712c29-5bb7-11ed-aa29-085bd6358b67,7466,322
Delta,0a712c58-5bb7-11ed-a7f8-085bd6358b67,3983,6036
Gamma,0a712c86-5bb7-11ed-89e2-085bd6358b67,9884,6400
Delta,0a712cbf-5bb7-11ed-967b-085bd6358b67,964,6125
Beta,0a712ceb-5bb7-11ed-856e-085bd6358b67,7864,9987
Gamma,0a712d19-5bb7-11ed-941b-085bd6358b67,4141,8648
Beta,0a712d46-5bb7-11ed-ba61-085bd6358b67,3793,7185
Beta,0a712d75-5bb7-11ed-bcd6-085bd6358b67,5234,8407
Gamma,0a712da4-5bb7-11ed-aee1-085bd6358b67,8432,6086
Delta,0a712dd2-5bb7-11ed-b4c8-085bd6358b67,9908,2257
Beta,0a712dff-5bb7-11ed-a673-085bd6358b67,9626,1755
Beta,0a712e2c-5bb7-11ed-806a-085bd6358b67,202,2067
Alpha,0a712e5b-5bb7-11ed-a7dc-085bd6358b67,1437,72
Gamma,0a712e89-5bb7-11ed-8553-085bd6358b67,7495,3867
Delta,0a712eb7-5bb7-11ed-94eb-085bd6358b67,6334,4143
Alpha,0a712ee6-5bb7-11ed-a1e9-085bd6358b67,7805,9206
Beta,0a712f14-5bb7-11ed-abe1-085bd6358b67,3085,2176
Delta,0a712f42-5bb7-11ed-8fea-085bd6358b67,9761,523
Gamma,0a712f6f-5bb7-11ed-b514-085bd6358b67,1021,1090
Gamma,0a712f9f-5bb7-11ed-b694-085bd6358b67,6532,3444
Alpha,0a712fcd-5bb7-11ed-8d7c-085bd6358b67,8636,8046
Delta,0a712ffe-5bb7-11ed-bb65-085bd6358b67,8666,1352
Delta,0a71302c-5bb7-11ed-a961-085bd6358b67,2409,8591
Beta,0a713059-5bb7-11ed-9bb7-085bd6358b67,5522,9272
Alpha,0a713085-5bb7-11ed-a28b-085bd6358b67,2819,7179
Alpha,0a7130b3-5bb7-11ed-8fad-085bd6358b67,9100,7993
Beta,0a7130f0-5bb7-11ed-82b1-085bd6358b67,6790,1123
Alpha,0a713121-5bb7-11ed-994a-085bd6358b67,7744,8316
Gamma,0a71314f-5bb7-11ed-95a5-085bd6358b67,9585,9086
Beta,0a71317d-5bb7-11ed-9c66-085bd6358b67,9138,6066
Alpha,0a7131ac-5bb7-11ed-a1da-085bd6358b67,5567,6772
Gamma,0a7131d8-5bb7-11ed-8afc-085bd6358b67,7745,3746
Gamma,0a713206-5bb7-11ed-a71f-085bd6358b67,6368,4595
Gamma,0a71323e-5bb7-11ed-adcf-085bd6358b67,5387,3250
Delta,0a71326d-5bb7-11ed-89dc-085bd6358b67,5077,7653
Beta,0a7132a9-5bb7-11ed-8ea5-085bd6358b67,3410,2726
Delta,0a7132db-5bb7-11ed-a0ce-085bd6358b67,2431,7596
Delta,0a71330b-5bb7-11ed-b734-085bd6358b67,9860,2979
Beta,0a713345-5bb7-11ed-92af-085bd6358b67,6293,6498
Alpha,0a713375-5bb7-11ed-af48-085bd6358b67,3620,7993
Gamma,0a7133a2-5bb7-11ed-9b51-085bd6358b67,5449,8456
Alpha,0a7133d3-5bb7-11ed-b5fd-085bd6358b67,5453,621
Beta,0a713400-5bb7-11ed-b31c-085bd6358b67,979,4282
Delta,0a71342d-5bb7-11ed-8ed3-085bd6358b67,504,9929
Gamma,0a71345b-5bb7-11ed-8cfb-085bd6358b67,9784,4715
Gamma,0a71348b-5bb7-11ed-9cdd-085bd6358b67,9029,9141
Beta,0a7134b8-5bb7-11ed-b446-085bd6358b67,5224,7511
Gamma,0a7134e6-5bb7-11ed-a144-085bd6358b67,9551,3256
Alpha,0a713513-5bb7-11ed-b108-085bd6358b67,8217,1832
Beta,0a713540-5bb7-11ed-93a6-085bd6358b67,2011,99
Beta,0a713571-5bb7-11ed-963d-085bd6358b67,7359,8914
Delta,0a7135a1-5bb7-11ed-b2b1-085bd6358b67,3450,5931
Beta,0a7135d0-5bb7-11ed-b586-085bd6358b67,4817,1875
Alpha,0a7135fd-5bb7-11ed-b322-085bd6358b67,8949,1916
Alpha,0a71362b-5bb7-11ed-b0ab-085bd6358b67,7790,832
Beta,0a713658-5bb7-11ed-a7b8-085bd6358b67,3539,53
Beta,0a713685-5bb7-11ed-8bde-085bd6358b67,7027,2982
Gamma,0a7136b4-5bb7-11ed-8b9a-085bd6358b67,3476,1259
Gamma,0a7136e2-5bb7-11ed-9599-085bd6358b67,9612,3763
Alpha,0a71370f-5bb7-11ed-9c11-085bd6358b67,2777,2624
Alpha,0a71373e-5bb7-11ed-b302-085bd6358b67,129,1425
Gamma,0a71376b-5bb7-11ed-a131-085bd6358b67,7391,3765
Gamma,0a713798-5bb7-11ed-8b01-085bd6358b67,7916,2569
Gamma,0a7137c5-5bb7-11ed-a0bf-085bd6358b67,691,7381
Alpha,0a7137f4-5bb7-11ed-894b-085bd6358b67,9132,1611
Alpha,0a713822-5bb7-11ed-acd4-085bd6358b67,9092,1275
Gamma,0a713859-5bb7-11ed-ba72-085bd6358b67,8784,2905
Gamma,0a713886-5bb7-11ed-a758-085bd6358b67,9656,3985
Beta,0a7138b3-5bb7-11ed-8d29-085bd6358b67,6373,708
Beta,0a7138e0-5bb7-11ed-ae5a-085bd6358b67,3040,8237
Delta,0a71390e-5bb7-11ed-8b3e-085bd6358b67,3179,8720
Delta,0a71393b-5bb7-11ed-bdf2-085bd6358b67,8444,2225
Alpha,0a713968-5bb7-11ed-a751-085bd6358b67,8943,4843
Beta,0a71399d-5bb7-11ed-a4dc-085bd6358b67,3243,4587
Gamma,0a7139cc-5bb7-11ed-a054-085bd6358b67,3251,9540
Gamma,0a7139f9-5bb7-11ed-bff2-085bd6358b67,4654,8921
Beta,0a713a33-5bb7-11ed-986e-085bd6358b67,1617,253
Gamma,0a713a62-5bb7-11ed-8eca-085bd6358b67,4663,6355
Alpha,0a713a92-5bb7-11ed-89ae-085bd6358b67,6910,9272
Delta,0a713ac0-5bb7-11ed-a8eb-085bd6358b67,6002,4498
Alpha,0a713aef-5bb7-11ed-b034-085bd6358b67,7334,5242
Beta,0a713b1d-5bb7-11ed-8a5b-085bd6358b67,9518,7638
Beta,0a713b4d-5bb7-11ed-b81e-085bd6358b67,863,6792
Delta,0a713b7b-5bb7-11ed-9245-085bd6358b67,7314,1926
Gamma,0a713ba8-5bb7-11ed-86bb-085bd6358b67,3462,6832
Beta,0a713bd9-5bb7-11ed-b713-085bd6358b67,7583,6379
Beta,0a713c07-5bb7-11ed-851d-085bd6358b67,9861,8716
Alpha,0a713c35-5bb7-11ed-866f-085bd6358b67,5605,9229
Gamma,0a713c62-5bb7-11ed-83de-085bd6358b67,8559,672
Alpha,0a713c90-5bb7-11ed-844e-085bd6358b67,7522,9704
Delta,0a713cc2-5bb7-11ed-ac3c-085bd6358b67,1543,1340
Beta,0a713cf1-5bb7-11ed-b13d-085bd6358b67,1346,7049
Delta,0a713d21-5bb7-11ed-a30f-085bd6358b67,9253,6740
Delta,0a713d51-5bb7-11ed-a185-085bd6358b67,3267,7125
Alpha,0a713d7e-5bb7-11ed-a899-085bd6358b67,9761,7454
Alpha,0a713dac-5bb7-11ed-841c-085bd6358b67,8106,6164
Alpha,0a713dda-5bb7-11ed-8946-085bd6358b67,8619,1046
Beta,0a713e09-5bb7-11ed-953c-085bd6358b67,6845,6
Delta,0a713e44-5bb7-11ed-aebb-085bd6358b67,922,5155
Delta,0a713e72-5bb7-11ed-a54c-085bd6358b67,9086,9548
Beta,0a713ea2-5bb7-11ed-9993-085bd6358b67,1013,3235
Gamma,0a713ed6-5bb7-11ed-9c36-085bd6358b67,738,6598
Gamma,0a713f07-5bb7-11ed-93b0-085bd6358b67,2867,4624
Beta,0a713f34-5bb7-11ed-9bb1-085bd6358b67,5699,4758
Alpha,0a713f62-5bb7-11ed-9871-085bd6358b67,1167,9640
Beta,0a713f91-5bb7-11ed-8775-085bd6358b67,5986,3006
Alpha,0a713fbf-5bb7-11ed-8f5c-085bd6358b67,9487,2117
Delta,0a713fed-5bb7-11ed-bbee-085bd6358b67,5808,7011
Delta,0a71401a-5bb7-11ed-89e0-085bd6358b67,2701,3384
Alpha,0a714048-5bb7-11ed-b48a-085bd6358b67,706,7637
Alpha,0a714077-5bb7-11ed-a673-085bd6358b67,7430,4826
Gamma,0a7140a7-5bb7-11ed-a081-085bd6358b67,9271,6446
Alpha,0a7140d4-5bb7-11ed-9b87-085bd6358b67,3793,1786
Beta,0a714101-5bb7-11ed-952b-085bd6358b67,6337,4393
Alpha,0a71412e-5bb7-11ed-aea0-085bd6358b67,6395,9842
Beta,0a71415b-5bb7-11ed-884b-085bd6358b67,6385,868
Gamma,0a714189-5bb7-11ed-a9c7-085bd6358b67,9402,5419
Delta,0a7141b6-5bb7-11ed-9e64-085bd6358b67,7963,7372
Beta,0a7141e4-5bb7-11ed-b071-085bd6358b67,5609,7568
Alpha,0a71421e-5bb7-11ed-8467-085bd6358b67,1049,6071
Beta,0a71424d-5bb7-11ed-8d25-085bd6358b67,8051,768
Alpha,0a71427b-5bb7-11ed-9683-085bd6358b67,7279,405
Delta,0a7142b4-5bb7-11ed-a1e1-085bd6358b67,8226,1816
Gamma,0a7142e2-5bb7-11ed-95e0-085bd6358b67,275,9146
Gamma,0a714311-5bb7-11ed-b9c8-085bd6358b67,6924,7943
Beta,0a71433e-5bb7-11ed-8ed2-085bd6358b67,1774,4791
Gamma,0a71436c-5bb7-11ed-a8ff-085bd6358b67,2744,7729
Alpha,0a714399-5bb7-11ed-8cbc-085bd6358b67,5786,7835
Alpha,0a7143c9-5bb7-11ed-a881-085bd6358b67,8981,2331
Gamma,0a714400-5bb7-11ed-9033-085bd6358b67,456,2914
Beta,0a71442d-5bb7-11ed-baaa-085bd6358b67,1931,9022
Alpha,0a71445a-5bb7-11ed-8c09-085bd6358b67,7069,5046
Delta,0a714487-5bb7-11ed-8fdb-085bd6358b67,3549,2911
Gamma,0a7144b5-5bb7-11ed-83a3-085bd6358b67,7131,8896
Delta,0a7144e1-5bb7-11ed-b4ce-085bd6358b67,7048,1354
Beta,0a71450e-5bb7-11ed-ad1e-085bd6358b67,961,8798
Alpha,0a71453c-5bb7-11ed-b800-085bd6358b67,9,3381
Alpha,0a714569-5bb7-11ed-b547-085bd6358b67,8875,7661
Alpha,0a714598-5bb7-11ed-959d-085bd6358b67,879,1326
Gamma,0a7145c8-5bb7-11ed-abdc-085bd6358b67,3353,6829
Beta,0a7145f6-5bb7-11ed-9dad-085bd6358b67,3204,9008
Delta,0a714623-5bb7-11ed-abf2-085bd6358b67,3897,5456
Delta,0a714650-5bb7-11ed-9fbb-085bd6358b67,4948,3587
Beta,0a71467e-5bb7-11ed-adcf-085bd6358b67,1620,2495
Beta,0a7146ab-5bb7-11ed-85aa-085bd6358b67,4110,8225
Alpha,0a7146d8-5bb7-11ed-bb29-085bd6358b67,1899,7877
Delta,0a714705-5bb7-11ed-a4a3-085bd6358b67,9413,9609
Delta,0a714733-5bb7-11ed-9cb9-085bd6358b67,6873,2542
Alpha,0a714764-5bb7-11ed-a773-085bd6358b67,8499,5843
Gamma,0a714791-5bb7-11ed-b38d-085bd6358b67,2628,6218
Alpha,0a7147c0-5bb7-11ed-9b9d-085bd6358b67,4166,5269
Gamma,0a7147ed-5bb7-11ed-a9d2-085bd6358b67,8925,413
Beta,0a71481e-5bb7-11ed-9b99-085bd6358b67,2962,5669
Gamma,0a71484c-5bb7-11ed-bfbc-085bd6358b67,2841,911
Delta,0a714878-5bb7-11ed-87ee-085bd6358b67,2899,6008
Delta,0a7148a5-5bb7-11ed-b862-085bd6358b67,6037,8609
Delta,0a7148d4-5bb7-11ed-8973-085bd6358b67,6933,3201
Delta,0a714903-5bb7-11ed-a313-085bd6358b67,136,4450
Beta,0a714930-5bb7-11ed-ba5b-085bd6358b67,4847,8088
Delta,0a71495f-5bb7-11ed-910c-085bd6358b67,5126,8451
Delta,0a71498c-5bb7-11ed-b727-085bd6358b67,1857,6202
Gamma,0a7149cf-5bb7-11ed-8a17-085bd6358b67,4756,8692
Alpha,0a714a07-5bb7-11ed-8206-085bd6358b67,4247,2249
Alpha,0a714a36-5bb7-11ed-b996-085bd6358b67,4737,9315
Beta,0a714a65-5bb7-11ed-a611-085bd6358b67,2297,679
Delta,0a714a95-5bb7-11ed-aa81-085bd6358b67,869,1690
Alpha,0a714ac2-5bb7-11ed-a45e-085bd6358b67,8352,9492
Beta,0a714af0-5bb7-11ed-8ba3-085bd6358b67,5143,5309
Alpha,0a714b1e-5bb7-11ed-a84d-085bd6358b67,8257,5798
Beta,0a714b4d-5bb7-11ed-8ad9-085bd6358b67,3063,462
Gamma,0a714b7b-5bb7-11ed-8ca4-085bd6358b67,1359,4377
Gamma,0a714ba9-5bb7-11ed-b1b6-085bd6358b67,7223,6934
Alpha,0a714bdd-5bb7-11ed-9f0b-085bd6358b67,4908,6130
Beta,0a714c10-5bb7-11ed-a18d-085bd6358b67,5353,7630
Gamma,0a714c3d-5bb7-11ed-84ee-085bd6358b67,5355,2653
Alpha,0a714d32-5bb7-11ed-ba6d-085bd6358b67,8036,3570
Gamma,0a714d60-5bb7-11ed-b641-085bd6358b67,5084,5736
Gamma,0a714d8f-5bb7-11ed-aba3-085bd6358b67,625,1839
Alpha,0a714dbd-5bb7-11ed-9a0c-085bd6358b67,5826,1429
Alpha,0a714ded-5bb7-11ed-979c-085bd6358b67,6316,1984
Beta,0a714e1b-5bb7-11ed-b5b6-085bd6358b67,2377,7358
Delta,0a714e48-5bb7-11ed-b8a4-085bd6358b67,5067,1993
Beta,0a714e77-5bb7-11ed-b0ee-085bd6358b67,245,6492
Gamma,0a714ea6-5bb7-11ed-803c-085bd6358b67,1480,4831
Delta,0a714ed6-5bb7-11ed-8af8-085bd6358b67,6675,2568
Delta,0a714f06-5bb7-11ed-bdb6-085bd6358b67,2467,4662
Alpha,0a714f37-5bb7-11ed-a0b3-085bd6358b67,6405,7217
Gamma,0a714f64-5bb7-11ed-a147-085bd6358b67,6269,529
Gamma,0a714f91-5bb7-11ed-bfcf-085bd6358b67,9933,7599
Gamma,0a714fbf-5bb7-11ed-bb25-085bd6358b67,28,2686
Delta,0a714fee-5bb7-11ed-8b02-085bd6358b67,1895,329
Beta,0a71501e-5bb7-11ed-add3-085bd6358b67,3855,9933
Gamma,0a715057-5bb7-11ed-9af7-085bd6358b67,3418,7379
Beta,0a715084-5bb7-11ed-b5d4-085bd6358b67,7494,2654
Beta,0a7150b2-5bb7-11ed-b539-085bd6358b67,7711,4925
Alpha,0a7150df-5bb7-11ed-8104-085bd6358b67,413,3656
Gamma,0a71510f-5bb7-11ed-8d2b-085bd6358b67,5548,4243
Delta,0a71513c-5bb7-11ed-bce6-085bd6358b67,48,6632
Gamma,0a71516a-5bb7-11ed-8278-085bd6358b67,7133,3801
Alpha,0a715197-5bb7-11ed-b4bd-085bd6358b67,3968,796
Alpha,0a7151c5-5bb7-11ed-b482-085bd6358b67,9420,7407
Delta,0a7151f3-5bb7-11ed-85cd-085bd6358b67,9854,3768
Alpha,0a715220-5bb7-11ed-930e-085bd6358b67,5499,1723
Delta,0a71524e-5bb7-11ed-8140-085bd6358b67,3569,2687
Beta,0a715280-5bb7-11ed-aa9d-085bd6358b67,7599,1498
Delta,0a7152bd-5bb7-11ed-b2e8-085bd6358b67,8807,8945
Delta,0a7152fa-5bb7-11ed-b89f-085bd6358b67,1604,3681
Alpha,0a71532b-5bb7-11ed-b833-085bd6358b67,6589,8511
Alpha,0a71535b-5bb7-11ed-bf17-085bd6358b67,3147,3518
Beta,0a71538a-5bb7-11ed-9dd2-085bd6358b67,1404,6033
