Category,ID,X,Y
Gamma,32a89953-5bb7-11ed-afc0-085bd6358b67,6071,7652
Beta,32a89981-5bb7-11ed-880f-085bd6358b67,9416,7333
Beta,32a899af-5bb7-11ed-93a0-085bd6358b67,6134,7777
Delta,32a899f0-5bb7-11ed-9fa7-085bd6358b67,326,5656
Delta,32a89a1d-5bb7-11ed-8d82-085bd6358b67,3648,7648
Alpha,32a89a49-5bb7-11ed-8d9b-085bd6358b67,9433,7788
Delta,32a89a75-5bb7-11ed-9690-085bd6358b67,8577,9085
Gamma,32a89aa1-5bb7-11ed-833d-085bd6358b67,3928,6731
Delta,32a89acd-5bb7-11ed-973a-085bd6358b67,574,3549
Beta,32a89afb-5bb7-11ed-846f-085bd6358b67,3259,3607
Delta,32a89b30-5bb7-11ed-b0a0-085bd6358b67,9663,293
Delta,32a89b5c-5bb7-11ed-a717-085bd6358b67,3259,2859
Delta,32a89b8d-5bb7-11ed-9a68-085bd6358b67,2489,4526
Delta,32a89bbb-5bb7-11ed-bea8-085bd6358b67,7622,6449
Delta,32a89be8-5bb7-11ed-a076-085bd6358b67,3207,7116
Alpha,32a89c15-5bb7-11ed-8e52-085bd6358b67,105,7377
Gamma,32a89c42-5bb7-11ed-bbb0-085bd6358b67,1976,558
Gamma,32a89c6e-5bb7-11ed-8b4a-085bd6358b67,2569,1493
Delta,32a89ca5-5bb7-11ed-aef0-085bd6358b67,7728,9628
Gamma,32a89cd4-5bb7-11ed-b821-085bd6358b67,9071,2122
Beta,32a89d03-5bb7-11ed-a3d2-085bd6358b67,9606,3093
Gamma,32a89d2e-5bb7-11ed-a8ca-085bd6358b67,9056,315
Alpha,32a89d5a-5bb7-11ed-92cc-085bd6358b67,1450,8224
Alpha,32a89d86-5bb7-11ed-98a1-085bd6358b67,5422,9966
Delta,32a89db1-5bb7-11ed-abfa-085bd6358b67,3881,5979
Alpha,32a89ddd-5bb7-11ed-9ba9-085bd6358b67,8991,491
Beta,32a89e08-5bb7-11ed-b87f-085bd6358b67,2308,9010
Delta,32a89f0d-5bb7-11ed-ab14-085bd6358b67,3189,4547
Beta,32a89f3b-5bb7-11ed-ba7f-085bd6358b67,3136,5323
Delta,32a89f6c-5bb7-11ed-bafb-085bd6358b67,5379,776
Beta,32a89f9c-5bb7-11ed-9e0f-085bd6358b67,6304,1614
Beta,32a89fc8-5bb7-11ed-8c7a-085bd6358b67,2160,9094
Delta,32a89ff3-5bb7-11ed-bacf-085bd6358b67,5502,5171
Alpha,32a8a01e-5bb7-11ed-9285-085bd6358b67,7649,7865
Gamma,32a8a04c-5bb7-11ed-831c-085bd6358b67,1393,1742
Alpha,32a8a079-5bb7-11ed-b6e4-085bd6358b67,657,4573
Delta,32a8a0a3-5bb7-11ed-abbe-085bd6358b67,8449,3083
Delta,32a8a0d0-5bb7-11ed-a542-085bd6358b67,8837,32
Gamma,32a8a0fb-5bb7-11ed-9346-085bd6358b67,5412,8632
Alpha,32a8a127-5bb7-11ed-bb5b-085bd6358b67,2234,6792
Delta,32a8a154-5bb7-11ed-8b8f-085bd6358b67,102,5053
Gamma,32a8a18b-5bb7-11ed-8959-085bd6358b67,8977,2615
Gamma,32a8a1bd-5bb7-11ed-86fc-085bd6358b67,846,2575
Beta,32a8a1eb-5bb7-11ed-90fb-085bd6358b67,8458,9319
Beta,32a8a219-5bb7-11ed-9099-085bd6358b67,1194,6292
Alpha,32a8a245-5bb7-11ed-bd33-085bd6358b67,4123,354
Gamma,32a8a271-5bb7-11ed-bad3-085bd6358b67,8411,9089
Delta,32a8a29f-5bb7-11ed-91fc-085bd6358b67,8358,216
Gamma,32a8a2cc-5bb7-11ed-9040-085bd6358b67,1040,9312
Beta,32a8a2f8-5bb7-11ed-91ca-085bd6358b67,2991,7431
Gamma,32a8a326-5bb7-11ed-9256-085bd6358b67,7960,2871
Alpha,32a8a352-5bb7-11ed-b555-085bd6358b67,2030,4066
Delta,32a8a37d-5bb7-11ed-af62-085bd6358b67,5982,2961
Beta,32a8a3aa-5bb7-11ed-b74b-085bd6358b67,7826,5920
Alpha,32a8a3d6-5bb7-11ed-9304-085bd6358b67,3277,8898
Gamma,32a8a404-5bb7-11ed-a2e6-085bd6358b67,1440,4240
Alpha,32a8a42f-5bb7-11ed-adda-085bd6358b67,5986,8271
Delta,32a8a45b-5bb7-11ed-8e17-085bd6358b67,7498,5650
Alpha,32a8a487-5bb7-11ed-abdc-085bd6358b67,3692,2041
Gamma,32a8a4b3-5bb7-11ed-9a97-085bd6358b67,9496,955
Beta,32a8a4df-5bb7-11ed-b9c4-085bd6358b67,5546,1257
Beta,32a8a516-5bb7-11ed-86b8-085bd6358b67,1037,8652
Alpha,32a8a551-5bb7-11ed-9542-085bd6358b67,6191,5915
Delta,32a8a581-5bb7-11ed-896a-085bd6358b67,611,8465
Alpha,32a8a5af-5bb7-11ed-aa7f-085bd6358b67,8272,4910
Delta,32a8a5db-5bb7-11ed-84e8-085bd6358b67,5073,8802
Delta,32a8a607-5bb7-11ed-afa3-085bd6358b67,5228,5587
Alpha,32a8a636-5bb7-11ed-822e-085bd6358b67,2500,78
Alpha,32a8a662-5bb7-11ed-9fd9-085bd6358b67,5712,4435
Gamma,32a8a693-5bb7-11ed-adc8-085bd6358b67,3697,4866
Alpha,32a8a6cb-5bb7-11ed-b12f-085bd6358b67,4963,2653
Alpha,32a8a6fc-5bb7-11ed-ade2-085bd6358b67,8741,6987
Delta,32a8a728-5bb7-11ed-a3d7-085bd6358b67,2697,2145
Beta,32a8a770-5bb7-11ed-8a69-085bd6358b67,4351,8636
Alpha,32a8a79f-5bb7-11ed-8dfb-085bd6358b67,4780,8077
Alpha,32a8a7d3-5bb7-11ed-aa9d-085bd6358b67,7768,8434
Alpha,32a8a809-5bb7-11ed-91f2-085bd6358b67,602,7583
Delta,32a8a835-5bb7-11ed-b1eb-085bd6358b67,7466,4184
Alpha,32a8a863-5bb7-11ed-99b5-085bd6358b67,5850,2443
Gamma,32a8a88e-5bb7-11ed-bc3d-085bd6358b67,504,8602
Alpha,32a8a8b9-5bb7-11ed-94c7-085bd6358b67,5871,7786
Beta,32a8a8e7-5bb7-11ed-8a4b-085bd6358b67,6318,3886
Alpha,32a8a913-5bb7-11ed-9641-085bd6358b67,7165,4930
Beta,32a8a93f-5bb7-11ed-ae31-085bd6358b67,3699,3559
Alpha,32a8a96b-5bb7-11ed-a568-085bd6358b67,2278,7273
Beta,32a8a997-5bb7-11ed-850e-085bd6358b67,6668,9748
Delta,32a8a9c3-5bb7-11ed-866d-085bd6358b67,2836,1973
Alpha,32a8a9ef-5bb7-11ed-9c48-085bd6358b67,8307,5315
Delta,32a8aa1c-5bb7-11ed-8f61-085bd6358b67,912,2240
Delta,32a8aa49-5bb7-11ed-916a-085bd6358b67,792,7034
Beta,32a8aa74-5bb7-11ed-b755-085bd6358b67,4283,8234
Beta,32a8aaa2-5bb7-11ed-bc27-085bd6358b67,1821,6362
Gamma,32a8aace-5bb7-11ed-be65-085bd6358b67,6849,3965
Gamma,32a8aafc-5bb7-11ed-8898-085bd6358b67,4221,4791
Beta,32a8ab2a-5bb7-11ed-961e-085bd6358b67,1959,346
Beta,32a8ab57-5bb7-11ed-afca-085bd6358b67,6235,7373
Gamma,32a8ab82-5bb7-11ed-9149-085bd6358b67,3983,2808
Beta,32a8abad-5bb7-11ed-bcc7-085bd6358b67,5717,2019
Alpha,32a8abdb-5bb7-11ed-aeeb-085bd6358b67,4252,5981
Delta,32a8ac09-5bb7-11ed-9397-085bd6358b67,9536,3202
Beta,32a8ac36-5bb7-11ed-bdd1-085bd6358b67,5248,1946
Gamma,32a8ac62-5bb7-11ed-a2db-085bd6358b67,5797,1515
Alpha,32a8ac8e-5bb7-11ed-9688-085bd6358b67,9587,7195
Beta,32a8acbb-5bb7-11ed-85db-085bd6358b67,9841,6098
Gamma,32a8ad03-5bb7-11ed-813c-085bd6358b67,5071,8355
Gamma,32a8ad33-5bb7-11ed-8423-085bd6358b67,8479,1107
Gamma,32a8ad5f-5bb7-11ed-a579-085bd6358b67,2242,5636
Gamma,32a8ad8e-5bb7-11ed-a527-085bd6358b67,8387,8231
Delta,32a8adba-5bb7-11ed-95f7-085bd6358b67,1831,6625
Delta,32a8ade8-5bb7-11ed-b9e8-085bd6358b67,6021,3519
Delta,32a8ae14-5bb7-11ed-8670-085bd6358b67,3724,2803
Delta,32a8ae40-5bb7-11ed-b29b-085bd6358b67,8535,9092
Delta,32a8ae6c-5bb7-11ed-9e31-085bd6358b67,7814,7369
Delta,32a8ae9a-5bb7-11ed-b4e1-085bd6358b67,5890,7441
Gamma,32a8aec7-5bb7-11ed-a763-085bd6358b67,2873,6171
Gamma,32a8aef3-5bb7-11ed-90a5-085bd6358b67,9845,9056
Beta,32a8af1f-5bb7-11ed-ae43-085bd6358b67,3886,1188
Beta,32a8af4b-5bb7-11ed-a265-085bd6358b67,3316,8556
Beta,32a8af78-5bb7-11ed-babb-085bd6358b67,6754,3499
Beta,32a8afa6-5bb7-11ed-aef9-085bd6358b67,1309,2138
Gamma,32a8afd2-5bb7-11ed-ab85-085bd6358b67,5160,7034
Alpha,32a8b001-5bb7-11ed-b417-085bd6358b67,287,8493
Delta,32a8b02e-5bb7-11ed-aed9-085bd6358b67,2264,9748
Alpha,32a8b05a-5bb7-11ed-856a-085bd6358b67,1930,9383
Alpha,32a8b086-5bb7-11ed-adde-085bd6358b67,6892,8571
Delta,32a8b0b1-5bb7-11ed-b9f7-085bd6358b67,3804,3358
Gamma,32a8b0df-5bb7-11ed-b24f-085bd6358b67,1487,5832
Alpha,32a8b10b-5bb7-11ed-af54-085bd6358b67,4370,7347
Beta,32a8b138-5bb7-11ed-a693-085bd6358b67,8709,3527
Delta,32a8b166-5bb7-11ed-a4a1-085bd6358b67,975,4855
Gamma,32a8b192-5bb7-11ed-b53d-085bd6358b67,2529,5800
Delta,32a8b1bd-5bb7-11ed-8e0e-085bd6358b67,1323,4090
Gamma,32a8b1e9-5bb7-11ed-a60f-085bd6358b67,6387,1534
Alpha,32a8b216-5bb7-11ed-a01e-085bd6358b67,3343,3111
Gamma,32a8b242-5bb7-11ed-a8bf-085bd6358b67,5141,2545
Delta,32a8b26e-5bb7-11ed-903e-085bd6358b67,5995,8878
Beta,32a8b2a5-5bb7-11ed-89d3-085bd6358b67,7453,3180
Delta,32a8b2d3-5bb7-11ed-8dd4-085bd6358b67,4191,7174
Gamma,32a8b2ff-5bb7-11ed-a8d1-085bd6358b67,9808,1486
Delta,32a8b32c-5bb7-11ed-8a7c-085bd6358b67,331,3239
Alpha,32a8b358-5bb7-11ed-90a1-085bd6358b67,5700,4542
Delta,32a8b384-5bb7-11ed-b728-085bd6358b67,2385,2771
Beta,32a8b3b1-5bb7-11ed-813c-085bd6358b67,3695,833
Alpha,32a8b3de-5bb7-11ed-8fda-085bd6358b67,8869,5556
Delta,32a8b40a-5bb7-11ed-8110-085bd6358b67,3098,5065
Alpha,32a8b43c-5bb7-11ed-8f12-085bd6358b67,7652,9242
Beta,32a8b480-5bb7-11ed-b393-085bd6358b67,1762,9369
Beta,32a8b4b2-5bb7-11ed-a718-085bd6358b67,6806,7593
Beta,32a8b4e0-5bb7-11ed-9e9a-085bd6358b67,5992,304
Delta,32a8b50c-5bb7-11ed-a171-085bd6358b67,6118,9037
Delta,32a8b53a-5bb7-11ed-a206-085bd6358b67,5569,5267
Delta,32a8b566-5bb7-11ed-bf26-085bd6358b67,8199,2070
Gamma,32a8b594-5bb7-11ed-853e-085bd6358b67,4547,1638
Gamma,32a8b5c1-5bb7-11ed-86b8-085bd6358b67,9162,6372
Beta,32a8b5ee-5bb7-11ed-ab90-085bd6358b67,6795,4153
Beta,32a8b61d-5bb7-11ed-ada8-085bd6358b67,5431,1900
Gamma,32a8b64a-5bb7-11ed-87ce-085bd6358b67,6376,6587
Alpha,32a8b677-5bb7-11ed-8d42-085bd6358b67,8598,2072
Delta,32a8b6a3-5bb7-11ed-9410-085bd6358b67,9755,1721
Delta,32a8b6cf-5bb7-11ed-a672-085bd6358b67,5638,8639
Delta,32a8b6fd-5bb7-11ed-9878-085bd6358b67,6374,3907
Beta,32a8b72c-5bb7-11ed-8aad-085bd6358b67,568,6697
Gamma,32a8b757-5bb7-11ed-93f8-085bd6358b67,5160,8594
Delta,32a8b785-5bb7-11ed-8581-085bd6358b67,5109,3371
Delta,32a8b7b2-5bb7-11ed-addb-085bd6358b67,1061,5308
Delta,32a8b7de-5bb7-11ed-87ce-085bd6358b67,6979,9524
Alpha,32a8b80a-5bb7-11ed-b734-085bd6358b67,5014,5829
Delta,32a8b843-5bb7-11ed-b5f7-085bd6358b67,7549,9199
Alpha,32a8b871-5bb7-11ed-b924-085bd6358b67,612,8363
Alpha,32a8b89d-5bb7-11ed-a1e0-085bd6358b67,5494,7894
Beta,32a8b8c9-5bb7-11ed-ad45-085bd6358b67,3941,9944
Beta,32a8b8f6-5bb7-11ed-aed8-085bd6358b67,3787,2020
Beta,32a8b922-5bb7-11ed-bcb9-085bd6358b67,8619,6920
Delta,32a8b94e-5bb7-11ed-86f8-085bd6358b67,8287,4187
Delta,32a8b97b-5bb7-11ed-b321-085bd6358b67,3101,7775
Alpha,32a8b9a7-5bb7-11ed-990b-085bd6358b67,9232,1469
Delta,32a8b9d5-5bb7-11ed-8a67-085bd6358b67,7100,2872
Beta,32a8ba02-5bb7-11ed-83ae-085bd6358b67,9604,9773
Delta,32a8ba2e-5bb7-11ed-8dcb-085bd6358b67,4272,2709
Beta,32a8ba59-5bb7-11ed-b478-085bd6358b67,428,5495
Delta,32a8ba87-5bb7-11ed-b89c-085bd6358b67,2059,7861
Alpha,32a8bab3-5bb7-11ed-a53e-085bd6358b67,6402,201
Alpha,32a8badf-5bb7-11ed-92b7-085bd6358b67,6277,1930
Alpha,32a8bb0b-5bb7-11ed-ba75-085bd6358b67,7607,6631
Gamma,32a8bb3a-5bb7-11ed-aaa6-085bd6358b67,9177,5832
Alpha,32a8bb67-5bb7-11ed-87c5-085bd6358b67,1259,7773
Beta,32a8bb94-5bb7-11ed-b611-085bd6358b67,2447,2399
Beta,32a8bbc1-5bb7-11ed-a214-085bd6358b67,757,7549
Delta,32a8bbf9-5bb7-11ed-a091-085bd6358b67,2573,2353
Gamma,32a8bc2b-5bb7-11ed-b2ab-085bd6358b67,2382,8108
Delta,32a8bc57-5bb7-11ed-b6f0-085bd6358b67,6738,8317
Delta,32a8bc84-5bb7-11ed-a509-085bd6358b67,1550,132
Delta,32a8bcb1-5bb7-11ed-b95a-085bd6358b67,4480,8949
Alpha,32a8bcdf-5bb7-11ed-b29b-085bd6358b67,5774,2405
Beta,32a8bd0c-5bb7-11ed-bbcc-085bd6358b67,5967,7012
Gamma,32a8bd39-5bb7-11ed-87d8-085bd6358b67,1434,1165
Gamma,32a8bd66-5bb7-11ed-bcdd-085bd6358b67,7798,4728
Delta,32a8bd93-5bb7-11ed-b0e0-085bd6358b67,3614,12
Gamma,32a8bdc0-5bb7-11ed-84c4-085bd6358b67,4138,5353
Beta,32a8bdfa-5bb7-11ed-ab5c-085bd6358b67,6957,9864
Gamma,32a8be26-5bb7-11ed-8c0c-085bd6358b67,5596,8455
Alpha,32a8be53-5bb7-11ed-8880-085bd6358b67,7089,2659
Alpha,32a8be81-5bb7-11ed-abe8-085bd6358b67,7291,9725
Alpha,32a8bead-5bb7-11ed-8031-085bd6358b67,7954,8838
Delta,32a8bedb-5bb7-11ed-9416-085bd6358b67,3226,3103
Alpha,32a8bf07-5bb7-11ed-979d-085bd6358b67,4314,9984
Delta,32a8bf38-5bb7-11ed-af20-085bd6358b67,7717,4764
Alpha,32a8bf65-5bb7-11ed-887c-085bd6358b67,3443,7501
Beta,32a8bf91-5bb7-11ed-bc37-085bd6358b67,6894,7988
Gamma,32a8bfbe-5bb7-11ed-b3eb-085bd6358b67,781,3258
Delta,32a8bfeb-5bb7-11ed-9652-085bd6358b67,4105,4986
Gamma,32a8c018-5bb7-11ed-932a-085bd6358b67,2441,4950
Beta,32a8c045-5bb7-11ed-a0a6-085bd6358b67,125,8949
Beta,32a8c076-5bb7-11ed-b0f2-085bd6358b67,8611,6116
Delta,32a8c0a4-5bb7-11ed-803b-085bd6358b67,178,5800
Gamma,32a8c0d3-5bb7-11ed-91aa-085bd6358b67,4326,1525
Alpha,32a8c100-5bb7-11ed-870c-085bd6358b67,7226,3696
Beta,32a8c12e-5bb7-11ed-a801-085bd6358b67,3053,8191
Beta,32a8c15a-5bb7-11ed-8aaa-085bd6358b67,5147,2592
Beta,32a8c188-5bb7-11ed-b726-085bd6358b67,6856,2986
Alpha,32a8c1b5-5bb7-11ed-a3f6-085bd6358b67,8906,9028
Gamma,32a8c1e3-5bb7-11ed-b5de-085bd6358b67,6843,2440
Beta,32a8c20f-5bb7-11ed-a59c-085bd6358b67,9969,2695
Gamma,32a8c23b-5bb7-11ed-a250-085bd6358b67,5306,6350
Delta,32a8c267-5bb7-11ed-9e1c-085bd6358b67,4562,6219
Gamma,32a8c293-5bb7-11ed-bd78-085bd6358b67,9044,8838
Gamma,32a8c2be-5bb7-11ed-9db7-085bd6358b67,5914,1197
Beta,32a8c2ec-5bb7-11ed-b6b1-085bd6358b67,8017,7651
Gamma,32a8c31a-5bb7-11ed-a762-085bd6358b67,5848,3699
Delta,32a8c349-5bb7-11ed-a234-085bd6358b67,239,6167
Beta,32a8c398-5bb7-11ed-9fcf-085bd6358b67,6374,9039
Gamma,32a8c3c7-5bb7-11ed-b8fe-085bd6358b67,9181,9112
Beta,32a8c433-5bb7-11ed-9ae0-085bd6358b67,6855,7312
Beta,32a8c462-5bb7-11ed-8749-085bd6358b67,5596,5703
Alpha,32a8c491-5bb7-11ed-b6a3-085bd6358b67,3888,182
Alpha,32a8c4be-5bb7-11ed-a84b-085bd6358b67,8011,8711
Gamma,32a8c4ec-5bb7-11ed-b96c-085bd6358b67,3130,9166
Alpha,32a8c518-5bb7-11ed-9063-085bd6358b67,2496,4859
Delta,32a8c54a-5bb7-11ed-bb34-085bd6358b67,2882,5486
Gamma,32a8c577-5bb7-11ed-bf2b-085bd6358b67,1027,120
Gamma,32a8c5a4-5bb7-11ed-b149-085bd6358b67,8881,9182
Gamma,32a8c5d2-5bb7-11ed-b6fc-085bd6358b67,5283,843
Alpha,32a8c5fe-5bb7-11ed-be58-085bd6358b67,1893,7229
Gamma,32a8c629-5bb7-11ed-bebc-085bd6358b67,4790,2588
Alpha,32a8c656-5bb7-11ed-86e7-085bd6358b67,2614,1082
Beta,32a8c681-5bb7-11ed-97d6-085bd6358b67,5169,3225
Delta,32a8c6ae-5bb7-11ed-855e-085bd6358b67,1082,4321
Gamma,32a8c6da-5bb7-11ed-bf75-085bd6358b67,7484,9792
Gamma,32a8c707-5bb7-11ed-8443-085bd6358b67,1027,6824
Beta,32a8c737-5bb7-11ed-bbf5-085bd6358b67,3112,8767
Alpha,32a8c768-5bb7-11ed-9770-085bd6358b67,777,9434
Beta,32a8c794-5bb7-11ed-9b3b-085bd6358b67,5927,8687
Gamma,32a8c7c1-5bb7-11ed-994c-085bd6358b67,8878,8595
Gamma,32a8c7ec-5bb7-11ed-9e40-085bd6358b67,8780,2247
Beta,32a8c818-5bb7-11ed-8f34-085bd6358b67,621,8724
Gamma,32a8c848-5bb7-11ed-be97-085bd6358b67,4982,8524
Alpha,32a8c874-5bb7-11ed-becd-085bd6358b67,9539,5607
Alpha,32a8c8a3-5bb7-11ed-ae36-085bd6358b67,8048,9883
Alpha,32a8c8cf-5bb7-11ed-bc2b-085bd6358b67,5221,6226
Gamma,32a8c8fb-5bb7-11ed-afa5-085bd6358b67,7143,4729
Beta,32a8c928-5bb7-11ed-81ea-085bd6358b67,6264,7417
Delta,32a8c956-5bb7-11ed-af61-085bd6358b67,8287,4259
Beta,32a8c98f-5bb7-11ed-aa77-085bd6358b67,9442,4329
Delta,32a8c9bc-5bb7-11ed-af01-085bd6358b67,9613,3502
Beta,32a8c9e9-5bb7-11ed-a2d4-085bd6358b67,9683,4194
Beta,32a8ca17-5bb7-11ed-92bd-085bd6358b67,5331,8704
Beta,32a8ca43-5bb7-11ed-a371-085bd6358b67,2851,4298
Beta,32a8ca6f-5bb7-11ed-a198-085bd6358b67,1393,2377
Delta,32a8ca9b-5bb7-11ed-b527-085bd6358b67,2766,8140
Delta,32a8caca-5bb7-11ed-875e-085bd6358b67,4297,3888
Delta,32a8caf8-5bb7-11ed-924b-085bd6358b67,6907,6125
Gamma,32a8cb24-5bb7-11ed-95a6-085bd6358b67,1237,6360
Delta,32a8cb50-5bb7-11ed-8350-085bd6358b67,295,5932
Alpha,32a8cb7c-5bb7-11ed-8b27-085bd6358b67,3985,9617
Alpha,32a8cbb5-5bb7-11ed-8865-085bd6358b67,68,566
Delta,32a8cbe7-5bb7-11ed-b682-085bd6358b67,2903,4441
Delta,32a8cc14-5bb7-11ed-b597-085bd6358b67,8485,7555
Alpha,32a8cc44-5bb7-11ed-9993-085bd6358b67,4318,8643
Gamma,32a8cc70-5bb7-11ed-8331-085bd6358b67,1012,3617
Gamma,32a8cc9d-5bb7-11ed-8431-085bd6358b67,3994,8746
Delta,32a8ccc8-5bb7-11ed-baae-085bd6358b67,1690,8453
Gamma,32a8ccf4-5bb7-11ed-a951-085bd6358b67,6587,9728
Beta,32a8cd20-5bb7-11ed-9f26-085bd6358b67,5902,2335
Gamma,32a8cd4e-5bb7-11ed-940e-085bd6358b67,9694,8334
Beta,32a8cd7a-5bb7-11ed-bd9f-085bd6358b67,883,7839
Delta,32a8cda7-5bb7-11ed-97d6-085bd6358b67,9797,5585
Alpha,32a8cdd3-5bb7-11ed-b3da-085bd6358b67,1164,7149
Delta,32a8ce00-5bb7-11ed-8adf-085bd6358b67,5604,1675
Gamma,32a8ce2c-5bb7-11ed-8a5f-085bd6358b67,8410,8754
Gamma,32a8ce59-5bb7-11ed-b7ac-085bd6358b67,7989,3725
Beta,32a8ce85-5bb7-11ed-ae2c-085bd6358b67,6925,2371
Beta,32a8ceb2-5bb7-11ed-b091-085bd6358b67,7584,913
Delta,32a8cedf-5bb7-11ed-aedd-085bd6358b67,1858,8564
Beta,32a8cf1a-5bb7-11ed-b1d7-085bd6358b67,5152,6904
Gamma,32a8cf47-5bb7-11ed-b4c9-085bd6358b67,2571,5183
Alpha,32a8cf74-5bb7-11ed-8350-085bd6358b67,8812,2467
Delta,32a8cfa1-5bb7-11ed-834d-085bd6358b67,982,4433
Delta,32a8cfcd-5bb7-11ed-8979-085bd6358b67,4503,9696
Gamma,32a8cff9-5bb7-11ed-820f-085bd6358b67,1419,9200
Beta,32a8d025-5bb7-11ed-b7c0-085bd6358b67,9824,2894
Gamma,32a8d051-5bb7-11ed-bea4-085bd6358b67,5130,8166
Alpha,32a8d07e-5bb7-11ed-9767-085bd6358b67,9685,8599
Alpha,32a8d0ab-5bb7-11ed-9bc7-085bd6358b67,166,4252
Gamma,32a8d0d8-5bb7-11ed-a03e-085bd6358b67,4451,2090
Alpha,32a8d105-5bb7-11ed-9101-085bd6358b67,8501,5300
Gamma,32a8d132-5bb7-11ed-9c11-085bd6358b67,5139,5068
Alpha,32a8d15f-5bb7-11ed-b442-085bd6358b67,2465,3933
Beta,32a8d18b-5bb7-11ed-b6f7-085bd6358b67,787,214
Alpha,32a8d1b8-5bb7-11ed-b824-085bd6358b67,5611,1256
Gamma,32a8d1e4-5bb7-11ed-9002-085bd6358b67,9905,8925
Gamma,32a8d212-5bb7-11ed-9f71-085bd6358b67,8149,4904
Gamma,32a8d23d-5bb7-11ed-a387-085bd6358b67,6919,6890
Gamma,32a8d269-5bb7-11ed-985f-085bd6358b67,8198,4363
Beta,32a8d297-5bb7-11ed-88bd-085bd6358b67,7014,4012
Beta,32a8d2d1-5bb7-11ed-826f-085bd6358b67,3540,5953
Alpha,32a8d2ff-5bb7-11ed-95ce-085bd6358b67,3389,4623
Delta,32a8d32c-5bb7-11ed-87ca-085bd6358b67,7385,3914
Beta,32a8d363-5bb7-11ed-84eb-085bd6358b67,877,4904
Gamma,32a8d390-5bb7-11ed-b7ad-085bd6358b67,473,8264
Gamma,32a8d3be-5bb7-11ed-9818-085bd6358b67,18,2513
Alpha,32a8d3eb-5bb7-11ed-8085-085bd6358b67,2992,7051
Beta,32a8d41b-5bb7-11ed-884d-085bd6358b67,4308,8395
Gamma,32a8d448-5bb7-11ed-bffd-085bd6358b67,7501,4329
Beta,32a8d475-5bb7-11ed-946d-085bd6358b67,2298,6929
Gamma,32a8d4a1-5bb7-11ed-a6c3-085bd6358b67,9351,922
Gamma,32a8d4d7-5bb7-11ed-891b-085bd6358b67,6744,8240
Gamma,32a8d505-5bb7-11ed-9e6f-085bd6358b67,1485,7416
Delta,32a8d532-5bb7-11ed-8517-085bd6358b67,8333,9251
Gamma,32a8d55d-5bb7-11ed-8bfd-085bd6358b67,8286,8590
Delta,32a8d589-5bb7-11ed-863d-085bd6358b67,6332,4427
Gamma,32a8d5b6-5bb7-11ed-8679-085bd6358b67,9695,2110
Delta,32a8d5e3-5bb7-11ed-9d71-085bd6358b67,4928,4075
Alpha,32a8d611-5bb7-11ed-a322-085bd6358b67,5651,9623
Delta,32a8d63e-5bb7-11ed-84d2-085bd6358b67,6707,2144
Alpha,32a8d669-5bb7-11ed-b25d-085bd6358b67,860,4908
Alpha,32a8d695-5bb7-11ed-9af1-085bd6358b67,8496,3701
Beta,32a8d6c2-5bb7-11ed-ae33-085bd6358b67,3315,9030
Alpha,32a8d6ee-5bb7-11ed-a23d-085bd6358b67,8865,7924
Alpha,32a8d71a-5bb7-11ed-9416-085bd6358b67,8725,3392
Delta,32a8d746-5bb7-11ed-8d67-085bd6358b67,7547,802
Delta,32a8d773-5bb7-11ed-ac8b-085bd6358b67,2712,3093
Beta,32a8d7a4-5bb7-11ed-84e7-085bd6358b67,623,3737
Gamma,32a8d7d3-5bb7-11ed-b4a1-085bd6358b67,6323,7862
Beta,32a8d804-5bb7-11ed-87d6-085bd6358b67,18,6991
Delta,32a8d82f-5bb7-11ed-82ad-085bd6358b67,2674,952
Beta,32a8d85b-5bb7-11ed-8f85-085bd6358b67,1117,1027
Delta,32a8d888-5bb7-11ed-8acf-085bd6358b67,116,2507
Beta,32a8d8b6-5bb7-11ed-9329-085bd6358b67,1916,9904
Alpha,32a8d8e4-5bb7-11ed-a192-085bd6358b67,931,647
Alpha,32a8d911-5bb7-11ed-9aaf-085bd6358b67,7765,2472
Gamma,32a8d940-5bb7-11ed-8d99-085bd6358b67,1041,6617
Alpha,32a8d96b-5bb7-11ed-883f-085bd6358b67,3746,6178
Gamma,32a8d998-5bb7-11ed-955a-085bd6358b67,3703,2220
Beta,32a8d9c5-5bb7-11ed-a606-085bd6358b67,5523,5514
Delta,32a8d9f0-5bb7-11ed-a108-085bd6358b67,6146,156
Delta,32a8da1d-5bb7-11ed-b460-085bd6358b67,1563,7512
Alpha,32a8da54-5bb7-11ed-80ed-085bd6358b67,1344,6286
Gamma,32a8da81-5bb7-11ed-ab39-085bd6358b67,6959,383
Delta,32a8daaf-5bb7-11ed-a4df-085bd6358b67,3604,1244
Delta,32a8dadb-5bb7-11ed-8231-085bd6358b67,5552,8700
Gamma,32a8db09-5bb7-11ed-8e2e-085bd6358b67,85,157
Delta,32a8db41-5bb7-11ed-92b8-085bd6358b67,1986,1625
Gamma,32a8db70-5bb7-11ed-b05a-085bd6358b67,4337,6920
Beta,32a8db9d-5bb7-11ed-955c-085bd6358b67,9765,3891
Gamma,32a8dbcb-5bb7-11ed-9b0a-085bd6358b67,4554,393
Alpha,32a8dbf7-5bb7-11ed-9835-085bd6358b67,5747,6579
Gamma,32a8dc23-5bb7-11ed-858b-085bd6358b67,3893,7504
