Category,ID,X,Y
Delta,1c85ed3d-5bf7-11ed-8b8f-085bd6358b67,102,5053
Gamma,1c85edd6-5bf7-11ed-8959-085bd6358b67,8977,2615
Gamma,1c85ee78-5bf7-11ed-86fc-085bd6358b67,846,2575
Beta,1c85ef15-5bf7-11ed-90fb-085bd6358b67,8458,9319
Beta,1c85efb0-5bf7-11ed-9099-085bd6358b67,1194,6292
Alpha,1c85f047-5bf7-11ed-bd33-085bd6358b67,4123,354
Gamma,1c85f0e0-5bf7-11ed-bad3-085bd6358b67,8411,9089
Delta,1c85f17d-5bf7-11ed-91fc-085bd6358b67,8358,216
Gamma,1c85f218-5bf7-11ed-9040-085bd6358b67,1040,9312
Beta,1c85f2b6-5bf7-11ed-91ca-085bd6358b67,2991,7431
Gamma,1c85f354-5bf7-11ed-9256-085bd6358b67,7960,2871
Alpha,1c85f3fa-5bf7-11ed-b555-085bd6358b67,2030,4066
Delta,1c85f492-5bf7-11ed-af62-085bd6358b67,5982,2961
Beta,1c85f52f-5bf7-11ed-b74b-085bd6358b67,7826,5920
Alpha,1c85f5c8-5bf7-11ed-9304-085bd6358b67,3277,8898
Gamma,1c85f664-5bf7-11ed-a2e6-085bd6358b67,1440,4240
Alpha,1c85f6fb-5bf7-11ed-adda-085bd6358b67,5986,8271
Delta,1c85f792-5bf7-11ed-8e17-085bd6358b67,7498,5650
Alpha,1c85f82b-5bf7-11ed-abdc-085bd6358b67,3692,2041
Gamma,1c85f8c4-5bf7-11ed-9a97-085bd6358b67,9496,955
Beta,1c85f96a-5bf7-11ed-b9c4-085bd6358b67,5546,1257
Beta,1c85fa01-5bf7-11ed-86b8-085bd6358b67,1037,8652
Alpha,1c85faa7-5bf7-11ed-9542-085bd6358b67,6191,5915
Delta,1c85fb40-5bf7-11ed-896a-085bd6358b67,611,8465
Alpha,1c85fbd8-5bf7-11ed-aa7f-085bd6358b67,8272,4910
Delta,1c85fc6f-5bf7-11ed-84e8-085bd6358b67,5073,8802
Delta,1c85fd06-5bf7-11ed-afa3-085bd6358b67,5228,5587
Alpha,1c85fda4-5bf7-11ed-822e-085bd6358b67,2500,78
Alpha,1c85fe3e-5bf7-11ed-9fd9-085bd6358b67,5712,4435
Gamma,1c85fed6-5bf7-11ed-adc8-085bd6358b67,3697,4866
Alpha,1c85ff6e-5bf7-11ed-b12f-085bd6358b67,4963,2653
Alpha,1c860006-5bf7-11ed-ade2-085bd6358b67,8741,6987
Delta,1c86009f-5bf7-11ed-a3d7-085bd6358b67,2697,2145
Beta,1c86013a-5bf7-11ed-8a69-085bd6358b67,4351,8636
Alpha,1c8601d4-5bf7-11ed-8dfb-085bd6358b67,4780,8077
Alpha,1c86026f-5bf7-11ed-aa9d-085bd6358b67,7768,8434
Alpha,1c860309-5bf7-11ed-91f2-085bd6358b67,602,7583
Delta,1c8603a1-5bf7-11ed-b1eb-085bd6358b67,7466,4184
Alpha,1c86043c-5bf7-11ed-99b5-085bd6358b67,5850,2443
Gamma,1c8604d4-5bf7-11ed-bc3d-085bd6358b67,504,8602
Alpha,1c86056b-5bf7-11ed-94c7-085bd6358b67,5871,7786
Beta,1c860605-5bf7-11ed-8a4b-085bd6358b67,6318,3886
Alpha,1c86069f-5bf7-11ed-9641-085bd6358b67,7165,4930
Beta,1c860738-5bf7-11ed-ae31-085bd6358b67,3699,3559
Alpha,1c8607ce-5bf7-11ed-a568-085bd6358b67,2278,7273
Beta,1c860866-5bf7-11ed-850e-085bd6358b67,6668,9748
Delta,1c8608fd-5bf7-11ed-866d-085bd6358b67,2836,1973
Alpha,1c860997-5bf7-11ed-9c48-085bd6358b67,8307,5315
Delta,1c860a33-5bf7-11ed-8f61-085bd6358b67,912,2240
Delta,1c860acf-5bf7-11ed-916a-085bd6358b67,792,7034
Beta,1c860b66-5bf7-11ed-b755-085bd6358b67,4283,8234
Beta,1c860c03-5bf7-11ed-bc27-085bd6358b67,1821,6362
Gamma,1c860c9a-5bf7-11ed-be65-085bd6358b67,6849,3965
Gamma,1c860d34-5bf7-11ed-8898-085bd6358b67,4221,4791
Beta,1c860e44-5bf7-11ed-961e-085bd6358b67,1959,346
Beta,1c860f28-5bf7-11ed-afca-085bd6358b67,6235,7373
Gamma,1c860fd2-5bf7-11ed-9149-085bd6358b67,3983,2808
Beta,1c86106a-5bf7-11ed-bcc7-085bd6358b67,5717,2019
Alpha,1c861108-5bf7-11ed-aeeb-085bd6358b67,4252,5981
Delta,1c8611a5-5bf7-11ed-9397-085bd6358b67,9536,3202
Beta,1c86123e-5bf7-11ed-bdd1-085bd6358b67,5248,1946
Gamma,1c8612d4-5bf7-11ed-a2db-085bd6358b67,5797,1515
Alpha,1c861386-5bf7-11ed-9688-085bd6358b67,9587,7195
Beta,1c861421-5bf7-11ed-85db-085bd6358b67,9841,6098
Gamma,1c8614be-5bf7-11ed-813c-085bd6358b67,5071,8355
Gamma,1c86155b-5bf7-11ed-8423-085bd6358b67,8479,1107
Gamma,1c8615f1-5bf7-11ed-a579-085bd6358b67,2242,5636
Gamma,1c86168d-5bf7-11ed-a527-085bd6358b67,8387,8231
Delta,1c861723-5bf7-11ed-95f7-085bd6358b67,1831,6625
Delta,1c8617c0-5bf7-11ed-b9e8-085bd6358b67,6021,3519
Delta,1c861858-5bf7-11ed-8670-085bd6358b67,3724,2803
Delta,1c8618f0-5bf7-11ed-b29b-085bd6358b67,8535,9092
Delta,1c861987-5bf7-11ed-9e31-085bd6358b67,7814,7369
Delta,1c861a23-5bf7-11ed-b4e1-085bd6358b67,5890,7441
Gamma,1c861abf-5bf7-11ed-a763-085bd6358b67,2873,6171
Gamma,1c861b57-5bf7-11ed-90a5-085bd6358b67,9845,9056
Beta,1c861bf0-5bf7-11ed-ae43-085bd6358b67,3886,1188
Beta,1c861c87-5bf7-11ed-a265-085bd6358b67,3316,8556
Beta,1c861d1e-5bf7-11ed-babb-085bd6358b67,6754,3499
Beta,1c861db9-5bf7-11ed-aef9-085bd6358b67,1309,2138
Gamma,1c861e52-5bf7-11ed-ab85-085bd6358b67,5160,7034
Alpha,1c861ef0-5bf7-11ed-b417-085bd6358b67,287,8493
Delta,1c861f8d-5bf7-11ed-aed9-085bd6358b67,2264,9748
Alpha,1c862024-5bf7-11ed-856a-085bd6358b67,1930,9383
Alpha,1c8620bb-5bf7-11ed-adde-085bd6358b67,6892,8571
Delta,1c86215f-5bf7-11ed-b9f7-085bd6358b67,3804,3358
Gamma,1c8622c2-5bf7-11ed-b24f-085bd6358b67,1487,5832
Alpha,1c86235c-5bf7-11ed-af54-085bd6358b67,4370,7347
Beta,1c8623f8-5bf7-11ed-a693-085bd6358b67,8709,3527
Delta,1c862492-5bf7-11ed-a4a1-085bd6358b67,975,4855
Gamma,1c86252b-5bf7-11ed-b53d-085bd6358b67,2529,5800
Delta,1c8625c1-5bf7-11ed-8e0e-085bd6358b67,1323,4090
Gamma,1c862659-5bf7-11ed-a60f-085bd6358b67,6387,1534
Alpha,1c8626f4-5bf7-11ed-a01e-085bd6358b67,3343,3111
Gamma,1c86278d-5bf7-11ed-a8bf-085bd6358b67,5141,2545
Delta,1c862832-5bf7-11ed-903e-085bd6358b67,5995,8878
Beta,1c8628cc-5bf7-11ed-89d3-085bd6358b67,7453,3180
Delta,1c862967-5bf7-11ed-8dd4-085bd6358b67,4191,7174
Gamma,1c8629fe-5bf7-11ed-a8d1-085bd6358b67,9808,1486
Delta,1c862a97-5bf7-11ed-8a7c-085bd6358b67,331,3239
Alpha,1c862b2f-5bf7-11ed-90a1-085bd6358b67,5700,4542
Delta,1c862bc9-5bf7-11ed-b728-085bd6358b67,2385,2771
Beta,1c862c64-5bf7-11ed-813c-085bd6358b67,3695,833
Alpha,1c862cfd-5bf7-11ed-8fda-085bd6358b67,8869,5556
Delta,1c862da2-5bf7-11ed-8110-085bd6358b67,3098,5065
Alpha,1c862e40-5bf7-11ed-8f12-085bd6358b67,7652,9242
Beta,1c862edd-5bf7-11ed-b393-085bd6358b67,1762,9369
Beta,1c862f7c-5bf7-11ed-a718-085bd6358b67,6806,7593
Beta,1c863015-5bf7-11ed-9e9a-085bd6358b67,5992,304
Delta,1c8630ab-5bf7-11ed-a171-085bd6358b67,6118,9037
Delta,1c863144-5bf7-11ed-a206-085bd6358b67,5569,5267
Delta,1c8631dd-5bf7-11ed-bf26-085bd6358b67,8199,2070
Gamma,1c863279-5bf7-11ed-853e-085bd6358b67,4547,1638
Gamma,1c863310-5bf7-11ed-86b8-085bd6358b67,9162,6372
Beta,1c8633ac-5bf7-11ed-ab90-085bd6358b67,6795,4153
Beta,1c86344b-5bf7-11ed-ada8-085bd6358b67,5431,1900
Gamma,1c8634e3-5bf7-11ed-87ce-085bd6358b67,6376,6587
Alpha,1c863589-5bf7-11ed-8d42-085bd6358b67,8598,2072
Delta,1c863621-5bf7-11ed-9410-085bd6358b67,9755,1721
Delta,1c8636b7-5bf7-11ed-a672-085bd6358b67,5638,8639
Delta,1c863754-5bf7-11ed-9878-085bd6358b67,6374,3907
Beta,1c8637f3-5bf7-11ed-8aad-085bd6358b67,568,6697
Gamma,1c863888-5bf7-11ed-93f8-085bd6358b67,5160,8594
Delta,1c863924-5bf7-11ed-8581-085bd6358b67,5109,3371
Delta,1c8639bf-5bf7-11ed-addb-085bd6358b67,1061,5308
Delta,1c863a56-5bf7-11ed-87ce-085bd6358b67,6979,9524
Alpha,1c863aee-5bf7-11ed-b734-085bd6358b67,5014,5829
Delta,1c863b8a-5bf7-11ed-b5f7-085bd6358b67,7549,9199
Alpha,1c863c27-5bf7-11ed-b924-085bd6358b67,612,8363
Alpha,1c863cbe-5bf7-11ed-a1e0-085bd6358b67,5494,7894
Beta,1c863d57-5bf7-11ed-ad45-085bd6358b67,3941,9944
Beta,1c863df0-5bf7-11ed-aed8-085bd6358b67,3787,2020
Beta,1c863e88-5bf7-11ed-bcb9-085bd6358b67,8619,6920
Delta,1c863f1f-5bf7-11ed-86f8-085bd6358b67,8287,4187
Delta,1c863fbb-5bf7-11ed-b321-085bd6358b67,3101,7775
Alpha,1c864051-5bf7-11ed-990b-085bd6358b67,9232,1469
Delta,1c8640ec-5bf7-11ed-8a67-085bd6358b67,7100,2872
Beta,1c864185-5bf7-11ed-83ae-085bd6358b67,9604,9773
Delta,1c86421d-5bf7-11ed-8dcb-085bd6358b67,4272,2709
Beta,1c8642b5-5bf7-11ed-b478-085bd6358b67,428,5495
Delta,1c864355-5bf7-11ed-b89c-085bd6358b67,2059,7861
Alpha,1c864403-5bf7-11ed-a53e-085bd6358b67,6402,201
Alpha,1c8644b7-5bf7-11ed-92b7-085bd6358b67,6277,1930
Alpha,1c864552-5bf7-11ed-ba75-085bd6358b67,7607,6631
Gamma,1c8645ef-5bf7-11ed-aaa6-085bd6358b67,9177,5832
Alpha,1c864689-5bf7-11ed-87c5-085bd6358b67,1259,7773
Beta,1c864732-5bf7-11ed-b611-085bd6358b67,2447,2399
Beta,1c8647cf-5bf7-11ed-a214-085bd6358b67,757,7549
Delta,1c864874-5bf7-11ed-a091-085bd6358b67,2573,2353
Gamma,1c864915-5bf7-11ed-b2ab-085bd6358b67,2382,8108
Delta,1c8649ac-5bf7-11ed-b6f0-085bd6358b67,6738,8317
Delta,1c864a45-5bf7-11ed-a509-085bd6358b67,1550,132
Delta,1c864ae1-5bf7-11ed-b95a-085bd6358b67,4480,8949
Alpha,1c864b7d-5bf7-11ed-b29b-085bd6358b67,5774,2405
Beta,1c864c16-5bf7-11ed-bbcc-085bd6358b67,5967,7012
Gamma,1c864cb1-5bf7-11ed-87d8-085bd6358b67,1434,1165
Gamma,1c864d4d-5bf7-11ed-bcdd-085bd6358b67,7798,4728
Delta,1c864de8-5bf7-11ed-b0e0-085bd6358b67,3614,12
Gamma,1c864e80-5bf7-11ed-84c4-085bd6358b67,4138,5353
Beta,1c864f19-5bf7-11ed-ab5c-085bd6358b67,6957,9864
Gamma,1c864fb3-5bf7-11ed-8c0c-085bd6358b67,5596,8455
Alpha,1c86504d-5bf7-11ed-8880-085bd6358b67,7089,2659
Alpha,1c8650eb-5bf7-11ed-abe8-085bd6358b67,7291,9725
Alpha,1c865183-5bf7-11ed-8031-085bd6358b67,7954,8838
Delta,1c86521f-5bf7-11ed-9416-085bd6358b67,3226,3103
Alpha,1c8652b6-5bf7-11ed-979d-085bd6358b67,4314,9984
Delta,1c865359-5bf7-11ed-af20-085bd6358b67,7717,4764
Alpha,1c8653f3-5bf7-11ed-887c-085bd6358b67,3443,7501
Beta,1c86548d-5bf7-11ed-bc37-085bd6358b67,6894,7988
Gamma,1c865527-5bf7-11ed-b3eb-085bd6358b67,781,3258
Delta,1c8655c0-5bf7-11ed-9652-085bd6358b67,4105,4986
Gamma,1c865659-5bf7-11ed-932a-085bd6358b67,2441,4950
Beta,1c8656f2-5bf7-11ed-a0a6-085bd6358b67,125,8949
Beta,1c865793-5bf7-11ed-b0f2-085bd6358b67,8611,6116
Delta,1c865830-5bf7-11ed-803b-085bd6358b67,178,5800
Gamma,1c8658d2-5bf7-11ed-91aa-085bd6358b67,4326,1525
Alpha,1c86596c-5bf7-11ed-870c-085bd6358b67,7226,3696
Beta,1c865a0a-5bf7-11ed-a801-085bd6358b67,3053,8191
Beta,1c865aa3-5bf7-11ed-8aaa-085bd6358b67,5147,2592
Beta,1c865b51-5bf7-11ed-b726-085bd6358b67,6856,2986
Alpha,1c865bfb-5bf7-11ed-a3f6-085bd6358b67,8906,9028
Gamma,1c865c9a-5bf7-11ed-b5de-085bd6358b67,6843,2440
Beta,1c865d33-5bf7-11ed-a59c-085bd6358b67,9969,2695
Gamma,1c865dcd-5bf7-11ed-a250-085bd6358b67,5306,6350
Delta,1c865e66-5bf7-11ed-9e1c-085bd6358b67,4562,6219
Gamma,1c865efd-5bf7-11ed-bd78-085bd6358b67,9044,8838
Gamma,1c865f95-5bf7-11ed-9db7-085bd6358b67,5914,1197
Beta,1c866034-5bf7-11ed-b6b1-085bd6358b67,8017,7651
Gamma,1c8660d6-5bf7-11ed-a762-085bd6358b67,5848,3699
Delta,1c866174-5bf7-11ed-a234-085bd6358b67,239,6167
Beta,1c866225-5bf7-11ed-9fcf-085bd6358b67,6374,9039
Gamma,1c8662bd-5bf7-11ed-b8fe-085bd6358b67,9181,9112
Beta,1c86635c-5bf7-11ed-9ae0-085bd6358b67,6855,7312
Beta,1c8663f6-5bf7-11ed-8749-085bd6358b67,5596,5703
Alpha,1c866492-5bf7-11ed-b6a3-085bd6358b67,3888,182
Alpha,1c866529-5bf7-11ed-a84b-085bd6358b67,8011,8711
Gamma,1c8665c3-5bf7-11ed-b96c-085bd6358b67,3130,9166
Alpha,1c86665a-5bf7-11ed-9063-085bd6358b67,2496,4859
Delta,1c8666fb-5bf7-11ed-bb34-085bd6358b67,2882,5486
Gamma,1c866794-5bf7-11ed-bf2b-085bd6358b67,1027,120
Gamma,1c86682f-5bf7-11ed-b149-085bd6358b67,8881,9182
Gamma,1c8668cc-5bf7-11ed-b6fc-085bd6358b67,5283,843
Alpha,1c866967-5bf7-11ed-be58-085bd6358b67,1893,7229
Gamma,1c866a05-5bf7-11ed-bebc-085bd6358b67,4790,2588
Alpha,1c866aa8-5bf7-11ed-86e7-085bd6358b67,2614,1082
Beta,1c866b3e-5bf7-11ed-97d6-085bd6358b67,5169,3225
Delta,1c866bd6-5bf7-11ed-855e-085bd6358b67,1082,4321
Gamma,1c866c70-5bf7-11ed-bf75-085bd6358b67,7484,9792
Gamma,1c866d09-5bf7-11ed-8443-085bd6358b67,1027,6824
Beta,1c866da8-5bf7-11ed-bbf5-085bd6358b67,3112,8767
Alpha,1c866e4c-5bf7-11ed-9770-085bd6358b67,777,9434
Beta,1c866eee-5bf7-11ed-9b3b-085bd6358b67,5927,8687
Gamma,1c866f88-5bf7-11ed-994c-085bd6358b67,8878,8595
Gamma,1c86701e-5bf7-11ed-9e40-085bd6358b67,8780,2247
Beta,1c8670b6-5bf7-11ed-8f34-085bd6358b67,621,8724
Gamma,1c867156-5bf7-11ed-be97-085bd6358b67,4982,8524
Alpha,1c8671ec-5bf7-11ed-becd-085bd6358b67,9539,5607
Alpha,1c867289-5bf7-11ed-ae36-085bd6358b67,8048,9883
Alpha,1c867321-5bf7-11ed-bc2b-085bd6358b67,5221,6226
Gamma,1c8673ba-5bf7-11ed-afa5-085bd6358b67,7143,4729
Beta,1c867452-5bf7-11ed-81ea-085bd6358b67,6264,7417
Delta,1c8674ee-5bf7-11ed-af61-085bd6358b67,8287,4259
Beta,1c867584-5bf7-11ed-aa77-085bd6358b67,9442,4329
Delta,1c86761d-5bf7-11ed-af01-085bd6358b67,9613,3502
Beta,1c8676b6-5bf7-11ed-a2d4-085bd6358b67,9683,4194
Beta,1c867752-5bf7-11ed-92bd-085bd6358b67,5331,8704
Beta,1c8677eb-5bf7-11ed-a371-085bd6358b67,2851,4298
Beta,1c867883-5bf7-11ed-a198-085bd6358b67,1393,2377
Delta,1c86791c-5bf7-11ed-b527-085bd6358b67,2766,8140
Delta,1c8679bc-5bf7-11ed-875e-085bd6358b67,4297,3888
Delta,1c867a5a-5bf7-11ed-924b-085bd6358b67,6907,6125
Gamma,1c867af0-5bf7-11ed-95a6-085bd6358b67,1237,6360
Delta,1c867b89-5bf7-11ed-8350-085bd6358b67,295,5932
Alpha,1c867c30-5bf7-11ed-8b27-085bd6358b67,3985,9617
Alpha,1c867cc9-5bf7-11ed-8865-085bd6358b67,68,566
Delta,1c867d69-5bf7-11ed-b682-085bd6358b67,2903,4441
Delta,1c867dff-5bf7-11ed-b597-085bd6358b67,8485,7555
Alpha,1c867e9d-5bf7-11ed-9993-085bd6358b67,4318,8643
Gamma,1c867f33-5bf7-11ed-8331-085bd6358b67,1012,3617
Gamma,1c867fca-5bf7-11ed-8431-085bd6358b67,3994,8746
Delta,1c868061-5bf7-11ed-baae-085bd6358b67,1690,8453
Gamma,1c8680f8-5bf7-11ed-a951-085bd6358b67,6587,9728
Beta,1c868191-5bf7-11ed-9f26-085bd6358b67,5902,2335
Gamma,1c868238-5bf7-11ed-940e-085bd6358b67,9694,8334
Beta,1c8682d1-5bf7-11ed-bd9f-085bd6358b67,883,7839
Delta,1c868368-5bf7-11ed-97d6-085bd6358b67,9797,5585
Alpha,1c8683ff-5bf7-11ed-b3da-085bd6358b67,1164,7149
Delta,1c868496-5bf7-11ed-8adf-085bd6358b67,5604,1675
Gamma,1c86852f-5bf7-11ed-8a5f-085bd6358b67,8410,8754
Gamma,1c8685c8-5bf7-11ed-b7ac-085bd6358b67,7989,3725
Beta,1c868662-5bf7-11ed-ae2c-085bd6358b67,6925,2371
Beta,1c8686fd-5bf7-11ed-b091-085bd6358b67,7584,913
Delta,1c868796-5bf7-11ed-aedd-085bd6358b67,1858,8564
Beta,1c868830-5bf7-11ed-b1d7-085bd6358b67,5152,6904
Gamma,1c8688c8-5bf7-11ed-b4c9-085bd6358b67,2571,5183
Alpha,1c868960-5bf7-11ed-8350-085bd6358b67,8812,2467
Delta,1c8689f9-5bf7-11ed-834d-085bd6358b67,982,4433
Delta,1c868a91-5bf7-11ed-8979-085bd6358b67,4503,9696
Gamma,1c868b27-5bf7-11ed-820f-085bd6358b67,1419,9200
Beta,1c868bc0-5bf7-11ed-b7c0-085bd6358b67,9824,2894
Gamma,1c868c56-5bf7-11ed-bea4-085bd6358b67,5130,8166
Alpha,1c868cf1-5bf7-11ed-9767-085bd6358b67,9685,8599
Alpha,1c868d8c-5bf7-11ed-9bc7-085bd6358b67,166,4252
Gamma,1c868e35-5bf7-11ed-a03e-085bd6358b67,4451,2090
Alpha,1c868ed0-5bf7-11ed-9101-085bd6358b67,8501,5300
Gamma,1c868f69-5bf7-11ed-9c11-085bd6358b67,5139,5068
Alpha,1c869005-5bf7-11ed-b442-085bd6358b67,2465,3933
Beta,1c8690ad-5bf7-11ed-b6f7-085bd6358b67,787,214
Alpha,1c869158-5bf7-11ed-b824-085bd6358b67,5611,1256
Gamma,1c8691f1-5bf7-11ed-9002-085bd6358b67,9905,8925
Gamma,1c86928a-5bf7-11ed-9f71-085bd6358b67,8149,4904
Gamma,1c869322-5bf7-11ed-a387-085bd6358b67,6919,6890
Gamma,1c8693b8-5bf7-11ed-985f-085bd6358b67,8198,4363
Beta,1c869453-5bf7-11ed-88bd-085bd6358b67,7014,4012
Beta,1c8694fa-5bf7-11ed-826f-085bd6358b67,3540,5953
Alpha,1c869591-5bf7-11ed-95ce-085bd6358b67,3389,4623
Delta,1c869644-5bf7-11ed-87ca-085bd6358b67,7385,3914
Beta,1c8696de-5bf7-11ed-84eb-085bd6358b67,877,4904
Gamma,1c869776-5bf7-11ed-b7ad-085bd6358b67,473,8264
Gamma,1c869811-5bf7-11ed-9818-085bd6358b67,18,2513
Alpha,1c8698a8-5bf7-11ed-8085-085bd6358b67,2992,7051
Beta,1c869942-5bf7-11ed-884d-085bd6358b67,4308,8395
Gamma,1c8699d8-5bf7-11ed-bffd-085bd6358b67,7501,4329
Beta,1c869a71-5bf7-11ed-946d-085bd6358b67,2298,6929
Gamma,1c869b0a-5bf7-11ed-a6c3-085bd6358b67,9351,922
Gamma,1c869ba3-5bf7-11ed-891b-085bd6358b67,6744,8240
Gamma,1c869c3d-5bf7-11ed-9e6f-085bd6358b67,1485,7416
Delta,1c869cd8-5bf7-11ed-8517-085bd6358b67,8333,9251
Gamma,1c869d6f-5bf7-11ed-8bfd-085bd6358b67,8286,8590
Delta,1c869e08-5bf7-11ed-863d-085bd6358b67,6332,4427
Gamma,1c869ea3-5bf7-11ed-8679-085bd6358b67,9695,2110
Delta,1c869f3d-5bf7-11ed-9d71-085bd6358b67,4928,4075
Alpha,1c869fd6-5bf7-11ed-a322-085bd6358b67,5651,9623
Delta,1c86a070-5bf7-11ed-84d2-085bd6358b67,6707,2144
Alpha,1c86a107-5bf7-11ed-b25d-085bd6358b67,860,4908
Alpha,1c86a1a0-5bf7-11ed-9af1-085bd6358b67,8496,3701
Beta,1c86a23b-5bf7-11ed-ae33-085bd6358b67,3315,9030
Alpha,1c86a2d3-5bf7-11ed-a23d-085bd6358b67,8865,7924
Alpha,1c86a36e-5bf7-11ed-9416-085bd6358b67,8725,3392
Delta,1c86a408-5bf7-11ed-8d67-085bd6358b67,7547,802
Delta,1c86a4a2-5bf7-11ed-ac8b-085bd6358b67,2712,3093
Beta,1c86a540-5bf7-11ed-84e7-085bd6358b67,623,3737
Gamma,1c86a5e0-5bf7-11ed-b4a1-085bd6358b67,6323,7862
Beta,1c86a688-5bf7-11ed-87d6-085bd6358b67,18,6991
Delta,1c86a720-5bf7-11ed-82ad-085bd6358b67,2674,952
Beta,1c86a7b9-5bf7-11ed-8f85-085bd6358b67,1117,1027
Delta,1c86a866-5bf7-11ed-8acf-085bd6358b67,116,2507
Beta,1c86a904-5bf7-11ed-9329-085bd6358b67,1916,9904
Alpha,1c86a99e-5bf7-11ed-a192-085bd6358b67,931,647
Alpha,1c86aa85-5bf7-11ed-9aaf-085bd6358b67,7765,2472
Gamma,1c86ab47-5bf7-11ed-8d99-085bd6358b67,1041,6617
Alpha,1c86abeb-5bf7-11ed-883f-085bd6358b67,3746,6178
Gamma,1c86ac86-5bf7-11ed-955a-085bd6358b67,3703,2220
Beta,1c86ad20-5bf7-11ed-a606-085bd6358b67,5523,5514
Delta,1c86adb6-5bf7-11ed-a108-085bd6358b67,6146,156
Delta,1c86ae51-5bf7-11ed-b460-085bd6358b67,1563,7512
Alpha,1c86aeea-5bf7-11ed-80ed-085bd6358b67,1344,6286
Gamma,1c86af83-5bf7-11ed-ab39-085bd6358b67,6959,383
Delta,1c86b01e-5bf7-11ed-a4df-085bd6358b67,3604,1244
Delta,1c86b0cb-5bf7-11ed-8231-085bd6358b67,5552,8700
Gamma,1c86b165-5bf7-11ed-8e2e-085bd6358b67,85,157
Delta,1c86b200-5bf7-11ed-92b8-085bd6358b67,1986,1625
Gamma,1c86b29b-5bf7-11ed-b05a-085bd6358b67,4337,6920
Beta,1c86b333-5bf7-11ed-955c-085bd6358b67,9765,3891
Gamma,1c86b3ce-5bf7-11ed-9b0a-085bd6358b67,4554,393
Alpha,1c86b465-5bf7-11ed-9835-085bd6358b67,5747,6579
Gamma,1c86b4fd-5bf7-11ed-858b-085bd6358b67,3893,7504
Delta,1c86b594-5bf7-11ed-9a9c-085bd6358b67,7906,4950
Gamma,1c86b62c-5bf7-11ed-a5d3-085bd6358b67,8621,4526
Delta,1c86b6c2-5bf7-11ed-8fc0-085bd6358b67,5772,9862
Gamma,1c86b76e-5bf7-11ed-b584-085bd6358b67,3763,170
Gamma,1c86b81e-5bf7-11ed-81af-085bd6358b67,9786,613
Gamma,1c86b8d0-5bf7-11ed-afc4-085bd6358b67,9910,7627
Alpha,1c86b969-5bf7-11ed-a285-085bd6358b67,4761,4605
Delta,1c86ba01-5bf7-11ed-9936-085bd6358b67,4021,7057
Beta,1c86ba9e-5bf7-11ed-b840-085bd6358b67,8827,2668
Beta,1c86bb3b-5bf7-11ed-b22e-085bd6358b67,8832,7323
Alpha,1c86bbe8-5bf7-11ed-b5ea-085bd6358b67,1973,2427
Beta,1c86bc89-5bf7-11ed-81b4-085bd6358b67,2617,5148
Delta,1c86bd2c-5bf7-11ed-8934-085bd6358b67,6739,3406
Delta,1c86bdc5-5bf7-11ed-a97d-085bd6358b67,8164,8090
Beta,1c86be61-5bf7-11ed-ab28-085bd6358b67,4127,1181
Alpha,1c86befa-5bf7-11ed-89aa-085bd6358b67,4371,9368
Gamma,1c86bf93-5bf7-11ed-bf0c-085bd6358b67,2707,564
Gamma,1c86c031-5bf7-11ed-910f-085bd6358b67,8200,4030
Beta,1c86c0c8-5bf7-11ed-b24e-085bd6358b67,1992,8227
Alpha,1c86c166-5bf7-11ed-a8ba-085bd6358b67,5292,9701
Delta,1c86c20e-5bf7-11ed-82fd-085bd6358b67,4500,3104
Gamma,1c86c2a9-5bf7-11ed-8591-085bd6358b67,8293,9247
Gamma,1c86c342-5bf7-11ed-baa3-085bd6358b67,1944,764
Alpha,1c86c3dd-5bf7-11ed-8b06-085bd6358b67,9693,1751
Delta,1c86c47b-5bf7-11ed-99a6-085bd6358b67,7248,7345
Gamma,1c86c51a-5bf7-11ed-a812-085bd6358b67,4535,2897
Gamma,1c86c5b2-5bf7-11ed-ae8e-085bd6358b67,2388,6966
Delta,1c86c652-5bf7-11ed-9de7-085bd6358b67,9178,2012
Alpha,1c86c6e9-5bf7-11ed-ab16-085bd6358b67,141,5781
Gamma,1c86c78b-5bf7-11ed-b741-085bd6358b67,1279,5267
Beta,1c86c826-5bf7-11ed-922a-085bd6358b67,5274,445
Delta,1c86c8c0-5bf7-11ed-b269-085bd6358b67,2447,6986
Delta,1c86c958-5bf7-11ed-8e88-085bd6358b67,437,1206
Delta,1c86c9f5-5bf7-11ed-a6ee-085bd6358b67,9920,7382
Beta,1c86ca8d-5bf7-11ed-9027-085bd6358b67,6308,9181
Gamma,1c86cb35-5bf7-11ed-8871-085bd6358b67,5131,5917
Gamma,1c86cbcf-5bf7-11ed-88e0-085bd6358b67,1963,4224
Delta,1c86cc70-5bf7-11ed-b12e-085bd6358b67,6365,5830
Delta,1c86cd08-5bf7-11ed-80ff-085bd6358b67,8813,890
Beta,1c86cda4-5bf7-11ed-90f1-085bd6358b67,634,3171
Gamma,1c86ce44-5bf7-11ed-a3e2-085bd6358b67,3239,4157
Gamma,1c86cedf-5bf7-11ed-8234-085bd6358b67,2520,8964
Alpha,1c86cf83-5bf7-11ed-aa25-085bd6358b67,5165,7651
Delta,1c86d01c-5bf7-11ed-b085-085bd6358b67,8918,3061
Gamma,1c86d0b6-5bf7-11ed-937e-085bd6358b67,2803,5222
